id	name	formula	charge	inchikey	smiles	deltag	kegg id	ms id
E-00614_c0	2.1.1.98	*	1					cpd00000
cpd20131_c0	Selenodiglutathione	C20H31N6O12S2Se	1	GJEZZQVPWMCGSB-UHFFFAOYSA-M	NC(CCC([O-])=NC(CS[Se]SCC(N=C(O)CCC(N)C(=O)O)C(O)=NCC(=O)O)C(O)=NCC(=O)O)C(=O)O		C18870	cpd20131
E-00611_c0	6.3.5.5	*	1					cpd00000
E-00612_c0	1.1.1.79	*	1					cpd00000
cpd01899_e0	Ceramide phosphate	C4H7NO6PR2	1				C02960	cpd01899
E-00607_c0	2.7.6.2	*	1					cpd00000
cpd00930_e0	imidazole acetol-phosphate	C6H8N2O5P	1	YCFFMSOLUMRAMD-UHFFFAOYSA-L	O=C(COP(=O)([O-])[O-])Cc1cnc[nH]1	-242.14	C01267	cpd00930
E-00606_c0	3.5.4.12	*	1					cpd00000
cpd02893_e0	5'-Phosphoribosyl-4-carboxy-5-aminoimidazole	C9H13N3O9P	1	XFVULMDJZXYMSG-ZIYNGMLESA-L	Nc1c(C(=O)[O-])ncn1C1OC(COP(=O)([O-])O)C(O)C1O	-378.85	C04751	cpd02893
E-00605_e0	2.A.1.48.#	*	1					cpd00000
E-00604_e0	2.A.1.3.#	*	1					cpd00000
cpd00094_e0	2-Oxobutyrate	C4H5O3	1	TYEYBOSBBBHJIV-UHFFFAOYSA-M	CCC(=O)C(=O)[O-]	-111.07	C00109	cpd00094
E-00609_c0	6.3.5.4	*	1					cpd00000
E-00608_c0	1.1.1.85	*	1					cpd00000
cpd29790_c0	G10599	*	1					cpd29790
M-00028_c0	G10622_Dolichyl phosphate	*	1					cpd00000
E-00620_c0	2.5.1.21	*	1					cpd00000
E-00621_c0	2.4.1.132	*	1					cpd00000
E-00622_c0	1.2.1.41	*	1					cpd00000
cpd02843_e0	D-erythro-imidazol-glycerol-phosphate	C6H10N2O6P	1	HFYBTHCYPKEDQQ-RITPCOANSA-L	O=P([O-])([O-])OCC(O)C(O)c1cnc[nH]1	-288.2	C04666	cpd02843
E-00623_c0	2.4.2.14	*	1					cpd00000
cpd03248_c0	3alpha,7alpha,12alpha-Trihydroxy-5beta-24-oxocholestanoyl-CoA	C48H75N7O21P3S	1	AWLXQJGPNLCTLM-LAOHBMLDSA-J	CC(C(=O)CCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C)C(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	-892.04	C05467	cpd03248
cpd03557_e0	L-1-Lysophosphatidylethanolamine	C6H13NO7PR	1				C05973	cpd03557
E-00624_c0	2.4.99.18	*	1					cpd00000
M-00027_c0	G10618_Dolichyl D-glucosyl phosphate	*	1					cpd00000
cpd12704_c0	Selenomethionyl-tRNA(Met)	C25H37N6O17P2R2Se	1				C05336	cpd12704
E-00625_c0	2.4.1.131	*	1					cpd00000
cpd00842_c0	(S)-3-Hydroxybutyryl-CoA	C25H39N7O18P3S	1	QHHKKMYHDBRONY-BEVJUKKNSA-J	CC(O)CC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	-820.63	C01144	cpd00842
E-00616_c0	3.4.19.13	*	1					cpd00000
cpd15173_c0	3-Hydroxy-5-methylhex-4-enoyl-CoA	C28H43N7O18P3S	1	OLZYNLSKRKFUJC-FPVIQYCMSA-J	CC(C)=CC(O)CC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	-795.78	C16469	cpd15173
E-00615_c0	2.3.2.2	*	1					cpd00000
cpd15175_c0	5-Methyl-3-oxo-4-hexenoyl-CoA	C28H41N7O18P3S	1	ZFKZVSUJTDSJEY-SVHODSNWSA-J	CC(C)=CC(=O)CC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	-789.31	C16471	cpd15175
E-00618_c0	2.7.6.1	*	1					cpd00000
E-00617_m0	6.3.5.5	*	1					cpd00000
E-00619_c0	2.5.1.22	*	1					cpd00000
cpd29789_c0	G10598	*	1					cpd29789
cpd00256_e0	CDPcholine	C14H25N4O11P2	1	RZZPDXZPRHQOCG-OJAKKHQRSA-M	C[N+](C)(C)CCOP(=O)(O)OP(=O)([O-])OCC1OC(n2ccc(=N)nc2[O-])C(O)C1O	-479.69	C00307	cpd00256
cpd03705_c0	ApppA	C20H24N10O16P3	1	QCICUPZZLIQAPA-XPWFQUROSA-K	Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OCC2OC(n3cnc4c(N)ncnc43)C(O)C2O)C(O)C1O	-657.7	C06197	cpd03705
cpd03389_e0	Selenocysteine	C3H7NO2Se	1	ZKZBPNGNEQAJSX-UHFFFAOYSA-N	NC(C[SeH])C(=O)O		C05688	cpd03389
cpd11831_e0	Dolichyl beta-D-glucosyl phosphate	C31H54O9P	1	AGLXCEGQRIYVRV-DVDHLLHCSA-M	CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)CCOP(=O)([O-])OC1OC(CO)C(O)C(O)C1O	-297.4	C01246	cpd11831
cpd00567_e0	D-Proline	C5H8NO2	1	ONIBWKKTOPOVIA-SCSAIBSYSA-N	O=C(O)C1CCCN1	-62.54	C00763	cpd00567
E-00600_c0	3.5.4.3	*	1					cpd00000
E-00601_c0	3.1.4.11	*	1					cpd00000
E-00602_m0	1.1.1.85	*	1					cpd00000
E-00603_e0	2.A.1.2.#	*	1					cpd00000
cpd00869_e0	4-methylthio 2-oxobutyrate	C5H7O3S	1	SXFSQZDSUWACKX-UHFFFAOYSA-M	CSCCC(=O)C(=O)[O-]	-100.68	C01180	cpd00869
cpd11619_e0	Dolichyl phosphate	C25H44O4P	1	GYBNOAFGEKAZTA-QOLULZROSA-L	CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)CCOP(=O)([O-])[O-]	-140.62	C00110	cpd11619
E-00654_c0	1.1.1.284	*	1					cpd00000
E-00653_m0	3.1.2.2	*	1					cpd00000
cpd03121_c0	3-Oxooctanoyl-CoA	C29H45N7O18P3S	1	WPIVBCGRGVNDDT-CECATXLMSA-J	CCCCCC(=O)CC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	-806.13	C05267	cpd03121
E-00652_m0	1.1.1.284	*	1					cpd00000
cpd03130_c0	(2E)-Octenoyl-CoA	C29H45N7O17P3S	1	CPSDNAXXKWVYIY-NTLMCJQISA-J	CCCCCC=CC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	-755.3	C05276	cpd03130
E-00651_c0	1.1.1.25	*	1					cpd00000
cpd03120_c0	(S)-Hydroxyoctanoyl-CoA	C29H47N7O18P3S	1	ATVGTMKWKDUCMS-OTOYJEMWSA-J	CCCCCC(O)CC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	-814.15	C05266	cpd03120
E-00658_m0	2.3.1.61	*	1					cpd00000
cpd03123_c0	3-Oxohexanoyl-CoA	C27H41N7O18P3S	1	NFOYYXQAVVYWKV-UHFFFAOYSA-J	CCCC(=O)CC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	-809.37	C05269	cpd03123
E-00657_c0	1.2.1.31	*	1					cpd00000
E-00656_c0	3.1.3.81	*	1					cpd00000
E-00655_c0	3.1.1.5	*	1					cpd00000
cpd11465_c0	But-2-enoyl-[acyl-carrier protein]	C4H5ORS	1				C04246	cpd11465
E-00650_z0	2.A.7.11.#	*	1					cpd00000
cpd11478_c0	(R)-3-Hydroxybutanoyl-[acyl-carrier protein]	C4H7O2RS	1				C04618	cpd11478
cpd03232_c0	3alpha,7alpha-Dihydroxy-5beta-24-oxocholestanoyl-CoA	C48H75N7O20P3S	1	QWTJBRPOHKIMDT-MVFHLHSISA-J	CC(C(=O)CCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C)C(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	-852.2	C05449	cpd03232
E-00648_c0	4.1.3.27	*	1					cpd00000
E-00649_z0	2.A.1.24.#	*	1					cpd00000
cpd06711_c0	(Hydroxymethylphenyl)succinyl-CoA	C32H42N7O20P3S	1	DVSQFPLMOLPRDU-UHFFFAOYSA-I	CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-])C(O)C([O-])=NCCC([O-])=NCCSC(=O)C(CC(=O)[O-])C(O)c1ccccc1	-863.4	C09819	cpd06711
cpd06712_c0	Benzoylsuccinyl-CoA	C32H40N7O20P3S	1	SGNPJINSCKFITG-UHFFFAOYSA-I	CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-])C(O)C([O-])=NCCC([O-])=NCCSC(=O)C(CC(=O)[O-])C(=O)c1ccccc1	-856.93	C09820	cpd06712
E-00663_m0	3.1.2.6	*	1					cpd00000
M-00953_c0	C20377_3-Hydroxypimeloyl-[acp] methyl ester_C8H13O4SR	*	1					cpd00000
E-00662_c0	3.1.3.77	*	1					cpd00000
M-00952_c0	C20378_Enoylpimeloyl-[acp] methyl ester_C8H11O3SR	*	1					cpd00000
E-00665_c0	2.3.3.13	*	1					cpd00000
E-00664_c0	1.1.1.49	*	1					cpd00000
E-00667_c0	2.7.1.151	*	1					cpd00000
E-00666_m0	2.3.3.13	*	1					cpd00000
cpd00776_e0	Squalene 2,3-oxide	C30H50O	1	QYIMSPSDBYKPPY-RSKUXYSASA-N	CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC1OC1(C)C	119.31	C01054	cpd00776
E-00669_c0	2.6.1.16	*	1					cpd00000
M-00951_c0	C20373_3-Hydroxyglutaryl-[acp] methyl ester_C6H9O4SR	*	1					cpd00000
E-00668_c0	4.2.1.19	*	1					cpd00000
M-00950_c0	C20374_Enoylglutaryl-[acp] methyl ester_C6H7O3SR	*	1					cpd00000
E-00661_m0	3.1.2.4	*	1					cpd00000
E-00660_c0	1.1.1.87	*	1					cpd00000
cpd11455_e0	ps_BS	C8H11NO10PR2	1				C02737	cpd11455
E-00659_m0	1.2.1.38	*	1					cpd00000
E-00636_c0	2.7.8.8	*	1					cpd00000
E-00635_c0	6.3.4.2	*	1					cpd00000
E-00634_c0	2.7.8.1	*	1					cpd00000
E-00633_c0	3.3.2.10	*	1					cpd00000
E-00632_c0	2.4.2.17	*	1					cpd00000
E-00631_c0	1.4.1.14	*	1					cpd00000
E-00630_c0	1.4.3.22	*	1					cpd00000
E-00628_c0	1.2.1.16	*	1					cpd00000
E-00629_c0	1.16.1.7	*	1					cpd00000
E-00626_c0	2.4.2.28	*	1					cpd00000
E-00627_m0	1.2.1.16	*	1					cpd00000
E-00645_c0	2.5.1.31	*	1					cpd00000
E-00644_c0	2.7.8.2	*	1					cpd00000
E-00647_c0	6.3.2.17	*	1					cpd00000
cpd02374_c0	N6,N6,N6-Trimethyl-L-lysine	C9H21N2O2	1	MXNRLFUSFKVQSK-QMMMGPOBSA-O	C[N+](C)(C)CCCCC(N)C(=O)O	-27.34	C03793	cpd02374
E-00646_c0	2.4.2.11	*	1					cpd00000
cpd00650_c0	Crotonyl-CoA	C25H37N7O17P3S	1	KFWWCMJSYSSPSK-PAXLJYGASA-J	CC=CC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	-761.78	C00877	cpd00650
E-00641_c0	3.5.3.11	*	1					cpd00000
E-00640_c0	6.3.4.6	*	1					cpd00000
cpd02374_e0	N6,N6,N6-Trimethyl-L-lysine	C9H21N2O2	1	MXNRLFUSFKVQSK-QMMMGPOBSA-O	C[N+](C)(C)CCCCC(N)C(=O)O	-27.34	C03793	cpd02374
E-00643_c0	2.4.2.10	*	1					cpd00000
E-00642_c0	2.5.1.1	*	1					cpd00000
cpd17676_m0	3-Polyprenylcatechol	C16H22O2	1	OHIFDLLQIRSMJS-JLHYYAGUSA-N	CC(C)=CCCC(C)=CCc1cccc(O)c1O	3.55	C17551	cpd17676
cpd03231_c0	3alpha,7alpha,24-Trihydroxy-5beta-cholestanoyl-CoA	C48H77N7O20P3S	1	SZBMUAIJWNJARR-LUAYSRQUSA-J	CC(CCC(O)C(C)C(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-])C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C	-860.22	C05448	cpd03231
cpd11466_e0	Myristoyl-ACP	C14H27ORS	1				C05761	cpd11466
cpd00268_e0	H2S2O3	O3S2	1	DHCDFWKWKRSZHF-UHFFFAOYSA-M	O=S([O-])(O)=S	-122.7	C00320	cpd00268
E-00637_m0	2.7.8.5	*	1					cpd00000
E-00638_c0	2.4.2.18	*	1					cpd00000
E-00639_c0	6.3.4.5	*	1					cpd00000
cpd02939_c0	3beta-Hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carboxylate	C29H47O3	1	UQFZKTIHSICSPG-DSHYQQBWSA-M	CC(C)CCCC(C)C1CCC2C3=CCC4C(C)(CCC(O)C4(C)C(=O)[O-])C3CCC21C	-67.19	C04840	cpd02939
E-00151_c0	1.1.1.101	*	1					cpd00000
E-00150_m0	1.2.1.5	*	1					cpd00000
cpd02642_e0	N-5-phosphoribosyl-anthranilate	C12H14NO9P	1	PMFMJXPRNJUYMB-GWOFURMSSA-K	O=C([O-])c1ccccc1NC1OC(COP(=O)([O-])[O-])C(O)C1O	-393.15	C04302	cpd02642
E-00153_c0	1.2.1.5	*	1					cpd00000
cpd02364_e0	2-Oxo-5-guanidinopentanoate	C6H11N3O3	1	ARBHXJXXVVHMET-UHFFFAOYSA-N	N=C(N)NCCCC(=O)C(=O)O	-98.54	C03771	cpd02364
E-00152_c0	2.1.2.3	*	1					cpd00000
E-00155_c0	1.1.1.302	*	1					cpd00000
E-00154_c0	2.1.2.2	*	1					cpd00000
cpd00143_e0	Phenylpyruvate	C9H7O3	1	BTNMPGBKDVTSJY-UHFFFAOYSA-M	O=C([O-])C(=O)Cc1ccccc1	-75.82	C00166	cpd00143
E-00157_c0	1.1.1.117	*	1					cpd00000
E-00156_c0	3.5.4.10	*	1					cpd00000
E-00159_m0	2.3.1.41	*	1					cpd00000
E-00158_c0	1.1.1.116	*	1					cpd00000
E-00690_c0	5.4.99.7	*	1					cpd00000
E-00691_c0	3.1.3.64	*	1					cpd00000
E-00692_c0	2.4.1.83	*	1					cpd00000
E-00693_c0	2.1.1.71	*	1					cpd00000
E-00694_c0	2.1.3.3	*	1					cpd00000
E-00695_c0	1.17.4.1	*	1					cpd00000
E-00696_c0	5.4.99.5	*	1					cpd00000
E-00697_c0	2.1.3.2	*	1					cpd00000
E-00698_c0	1.5.1.2	*	1					cpd00000
E-00699_c0	3.1.3.12	*	1					cpd00000
cpd01974_e0	4-Hydroxy-L-glutamate	C5H8NO5	1	HBDWQSHEVMSFGY-STHAYSLISA-M	NC(CC(O)C(=O)O)C(=O)[O-]	-202.17	C03079	cpd01974
cpd03127_c0	(2E)-Tetradecenoyl-CoA	C35H57N7O17P3S	1	MBCVYCOKMMMWLX-YYMFEJJQSA-J	CCCCCCCCCCCC=CC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	-745.58	C05273	cpd03127
E-00162_m0	1.C.90.1.#	*	1					cpd00000
E-00161_e0	2.A.92.1.#	*	1					cpd00000
E-00160_e0	1.A.15.1.#	*	1					cpd00000
cpd00815_e0	2-Oxo-5-aminovalerate	C5H9NO3	1	BWHGMFYTDQEALD-UHFFFAOYSA-N	NCCCC(=O)C(=O)O	-110.43	C01110	cpd00815
E-00166_e0	2.A.1.75.#	*	1					cpd00000
cpd00868_e0	p-hydroxyphenylpyruvate	C9H7O4	1	KKADPXVIOXHVKN-UHFFFAOYSA-M	O=C(O)C(=O)Cc1ccc([O-])cc1	-115.3	C01179	cpd00868
E-00165_c0	2.7.1.2	*	1					cpd00000
E-00164_z0	3.A.1.208.#	*	1					cpd00000
cpd00200_e0	4MOP	C6H9O3	1	BKAJNAXTPSGJCU-UHFFFAOYSA-M	CC(C)CC(=O)C(=O)[O-]	-109.64	C00233	cpd00200
E-00163_c0	2.2.1.2	*	1					cpd00000
E-00169_c0	3.5.2.17	*	1					cpd00000
E-00168_m0	3.A.16.1.#	*	1					cpd00000
E-00167_e0	2.A.96.1.#	*	1					cpd00000
cpd08302_e0	4,4-Dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol	C29H46O	1	LFQXEZVYNCBVDO-HSXDXYGFSA-N	CC(C)=CCCC(C)C1CC=C2C3=C(CCC21C)C1(C)CCC(O)C(C)(C)C1CC3	57.44	C11455	cpd08302
cpd00059_e0	L-Ascorbate	C6H7O6	1	CIWBSHSKHKDKBQ-SZSCBOSDSA-M	O=C1OC(C(O)CO)C([O-])=C1O	-194.91	C00072	cpd00059
E-00175_c0	6.4.1.1	*	1					cpd00000
E-00174_c0	2.3.3.9	*	1					cpd00000
E-00177_c0	2.1.1.107	*	1					cpd00000
E-00176_m0	2.1.1.107	*	1					cpd00000
E-00171_z0	3.A.16.1.#	*	1					cpd00000
E-00170_z0	2.A.39.2.#	*	1					cpd00000
E-00173_c0	2.1.1.45	*	1					cpd00000
E-00172_c0	2.3.3.5	*	1					cpd00000
cpd12606_c0	Plasmenylethanolamine	C8H14NO7PR2	1				C04756	cpd12606
E-00179_c0	2.3.3.1	*	1					cpd00000
cpd11789_c0	Plasmenylcholine	C11H20NO7PR2	1				C00958	cpd11789
E-00178_c0	2.7.1.105	*	1					cpd00000
E-00670_c0	2.7.1.150	*	1					cpd00000
E-00671_c0	2.3.3.14	*	1					cpd00000
E-00672_m0	2.3.3.14	*	1					cpd00000
E-00677_m0	1.1.1.41	*	1					cpd00000
E-00678_c0	2.6.1.19	*	1					cpd00000
E-00679_c0	1.1.1.44	*	1					cpd00000
E-00673_c0	1.17.4.2	*	1					cpd00000
E-00674_m0	1.1.1.42	*	1					cpd00000
E-00675_c0	1.1.1.42	*	1					cpd00000
E-00676_c0	2.7.7.53	*	1					cpd00000
E-00188_c0	2.7.4.3	*	1					cpd00000
cpd00164_e0	Glucuronate	C6H9O7	1	IAJILQKETJEXLJ-QTBDOELSSA-M	O=CC(O)C(O)C(O)C(O)C(=O)[O-]	-259.18	C00191	cpd00164
E-00187_c0	2.5.1.83	*	1					cpd00000
cpd03372_e0	Homoisocitrate	C7H7O7	1	OEJZZCGRGVFWHK-WVZVXSGGSA-K	O=C([O-])CCC(C(=O)[O-])C(O)C(=O)[O-]	-277.4	C05662	cpd03372
E-00186_c0	2.6.1.85	*	1					cpd00000
E-00185_m0	1.1.2.3	*	1					cpd00000
E-00184_z0	2.A.55.1.#	*	1					cpd00000
E-00183_z0	2.A.54.1.#	*	1					cpd00000
E-00182_m0	1.1.2.4	*	1					cpd00000
E-00181_c0	2.1.1.41	*	1					cpd00000
E-00189_c0	2.5.1.82	*	1					cpd00000
E-00682_c0	2.5.1.29	*	1					cpd00000
E-00683_c0	1.2.1.48	*	1					cpd00000
E-00680_c0	1.1.1.205	*	1					cpd00000
E-00681_m0	2.6.1.11	*	1					cpd00000
cpd02069_e0	3-Phosphonooxypyruvate	C3H3O7P	1	LFLUCDOSQPJJBE-UHFFFAOYSA-K	O=C([O-])C(=O)COP(=O)([O-])[O-]	-361.42	C03232	cpd02069
E-00180_c0	6.4.1.2	*	1					cpd00000
E-00688_c0	2.7.1.158	*	1					cpd00000
E-00689_m0	1.5.1.2	*	1					cpd00000
E-00686_m0	1.2.1.49	*	1					cpd00000
E-00687_c0	2.3.3.10	*	1					cpd00000
E-00684_c0	1.2.1.49	*	1					cpd00000
E-00685_c0	2.6.1.13	*	1					cpd00000
cpd03409_c0	4-Amino-4-cyanobutanoic acid	C5H7N2O2	1	DXWQLTOXWVWMOH-UHFFFAOYSA-M	N#CC(N)CCC(=O)[O-]	-63.24	C05715	cpd03409
E-00192_r0	2.4.1.117	*	1					cpd00000
E-00193_c0	2.4.1.117	*	1					cpd00000
E-00194_m0	2.3.3.1	*	1					cpd00000
E-00195_z0	1.A.8.10.#	*	1					cpd00000
E-00196_z0	1.A.8.8.#	*	1					cpd00000
cpd01223_e0	2-Butenoate	C4H5O2	1	LDHQCZJRKDOVOX-NSCUHMNNSA-M	CC=CC(=O)[O-]	-62.7	C01771	cpd01223
E-00197_z0	1.A.8.9.#	*	1					cpd00000
E-00198_z0	3.A.7.13.#	*	1					cpd00000
E-00199_z0	3.D.4.9.#	*	1					cpd00000
cpd00298_e0	dTMP	C10H14N2O8P	1	GYOZYWVXFNDGLU-XLPZGREQSA-L	Cc1cn(C2CC(O)C(COP(=O)([O-])O)O2)c(=O)nc1[O-]	-358.34	C00364	cpd00298
E-00191_c0	4.1.99.12	*	1					cpd00000
cpd00297_e0	dTDP	C10H14N2O11P2	1	UJLXYODCHAELLY-XLPZGREQSA-L	Cc1cn(C2CC(O)C(COP(=O)(O)OP(=O)([O-])O)O2)c(=O)nc1[O-]	-566.34	C00363	cpd00297
E-00190_c0	2.7.4.9	*	1					cpd00000
cpd05191_e0	3-Methylthiopropionate	C4H7O2S	1	CAOMCZAIALVUPA-UHFFFAOYSA-M	CSCCC(=O)[O-]	-74.74	C08276	cpd05191
cpd01223_c0	2-Butenoate	C4H5O2	1	LDHQCZJRKDOVOX-NSCUHMNNSA-M	CC=CC(=O)[O-]	-62.7	C01771	cpd01223
cpd00393_e0	Folate	C19H17N7O6	1	OVBPIULPVIDEAO-LBPRGKRZSA-L	N=c1nc([O-])c2nc(CNc3ccc(C(=O)NC(CCC(=O)[O-])C(=O)O)cc3)cnc2[nH]1	-107.8	C00504	cpd00393
cpd00026_e0	UDP-glucose	C15H22N2O17P2	1	HSCJRCZFDFQWRP-JZMIEXBBSA-L	O=c1nc([O-])ccn1C1OC(COP(=O)([O-])OP(=O)(O)OC2OC(CO)C(O)C(O)C2O)C(O)C1O	-762.55	C00029	cpd00026
M-01114_c0	G10694	*	1					cpd00000
M-01113_c0	G01813	*	1					cpd00000
cpd01334_e0	Obtusifoliol	C30H50O	1	MMNYKQIDRZNIKT-JRXZUNMASA-N	C=C(CCC(C)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(O)C(C)C1CC3)C(C)C	33.21	C01943	cpd01334
cpd14953_m0	Protein N6-(octanoyl)lysine	C8H16NOR	1				C16236	cpd14953
cpd14954_m0	Protein N6-(lipoyl)lysine	C8H14NORS2	1				C16237	cpd14954
cpd14957_m0	Apoprotein	H3NR	1				C16240	cpd14957
cpd14552_e0	3-Keto-4-methylzymosterol	C28H44O	1	DBPZYKHQDWKORQ-RJBGAFQBSA-N	CC(C)=CCCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(=O)C(C)C1CC3	50.76	C15816	cpd14552
cpd00296_e0	dGMP	C10H13N5O7P	1	LTFMZDNNPPEQNG-KVQBGUIXSA-L	N=c1nc([O-])c2ncn(C3CC(O)C(COP(=O)([O-])O)O3)c2[nH]1	-268.46	C00362	cpd00296
cpd00294_e0	dAMP	C10H13N5O6P	1	KHWCHTKSEGGWEX-RRKCRQDMSA-L	Nc1ncnc2c1ncn2C1CC(O)C(COP(=O)([O-])[O-])O1	-218.01	C00360	cpd00294
cpd14956_m0	Lipoyl-ACP	C8H13ORS3	1				C16239	cpd14956
cpd00304_e0	Retinal	C20H28O	1	NCYCYZXNIZJOKI-OVSJKPMPSA-N	CC(C=CC=C(C)C=CC1=C(C)CCCC1(C)C)=CC=O	78.83	C00376	cpd00304
cpd00712_e0	2-Dehydropantoate	C6H9O4	1	PKVVTUWHANFMQC-UHFFFAOYSA-M	CC(C)(CO)C(=O)C(=O)[O-]	-149.1	C00966	cpd00712
cpd14475_c0	ROOH	HO2R	1				C15498	cpd14475
E-00205_c0	3.1.3.3	*	1					cpd00000
cpd16465_c0	Tryparedoxin disulfide	C8H13O2	1			-56.48	C16664	cpd16465
E-00204_m0	2.7.4.14	*	1					cpd00000
cpd11848_c0	ROH	HOR	1				C01335	cpd11848
E-00207_c0	5.1.3.2	*	1					cpd00000
cpd16464_c0	Tryparedoxin	C8H13O2	1			-58.59	C16663	cpd16464
E-00206_c0	3.1.1.13	*	1					cpd00000
cpd01664_e0	Cholesterol ester	C28H45O2R	1				C02530	cpd01664
E-00201_z0	2.A.47.2.#	*	1					cpd00000
cpd00223_m0	Glycerate	C3H5O4	1	RBNPOMFGQQGHHO-UWTATZPHSA-M	O=C([O-])C(O)CO	-159.4	C00258	cpd00223
E-00200_z0	2.A.20.2.#	*	1					cpd00000
cpd00145_m0	Hydroxypyruvate	C3H3O4	1	HHDDCCUIIUWNGJ-UHFFFAOYSA-M	O=C([O-])C(=O)CO	-148.92	C00168	cpd00145
E-00203_e0	2.A.57.3.#	*	1					cpd00000
E-00202_c0	3.1.2.1	*	1					cpd00000
cpd02169_e0	Presqualene diphosphate	C30H50O7P2	1	ATZKAUGGNMSCCY-VYCBRMPGSA-L	CC(C)=CCCC(C)=CCCC(C)=CC1C(COP(=O)(O)OP(=O)([O-])[O-])C1(C)CCC=C(C)CCC=C(C)C	-302.87	C03428	cpd02169
cpd02199_m0	Aromatic primary alcohol	C7H8O	1	WVDDGKGOMKODPV-UHFFFAOYSA-N	OCc1ccccc1	-8.28	C03485	cpd02199
cpd11478_m0	(R)-3-Hydroxybutanoyl-[acyl-carrier protein]	C4H7O2RS	1				C04618	cpd11478
cpd11488_m0	Acetoacetyl-ACP	C4H5O2RS	1				C05744	cpd11488
cpd00705_e0	L-2-Aminoadipate	C6H10NO4	1	OYIFNHCXNCRBQI-BYPYZUCNSA-M	NC(CCCC(=O)[O-])C(=O)O	-162.51	C00956	cpd00705
E-00219_m0	4.2.1.2	*	1					cpd00000
cpd11487_m0	3-oxodecanoyl-acp	C10H17O2RS	1				C05753	cpd11487
E-00221_m0	4.1.1.65	*	1					cpd00000
E-00220_m0	9.A.17.1.#	*	1					cpd00000
E-00223_c0	6.3.4.13	*	1					cpd00000
E-00222_c0	4.1.1.65	*	1					cpd00000
E-00225_c0	2.3.1.16	*	1					cpd00000
E-00224_c0	6.3.4.14	*	1					cpd00000
E-00227_c0	2.7.8.11	*	1					cpd00000
E-00226_c0	4.2.3.1	*	1					cpd00000
cpd11797_m0	Ferrocytochrome b5	*	1				C00999	cpd11797
E-00229_c0	3.2.2.3	*	1					cpd00000
